ALT,LDH,CK,CK MB,ALDO,LACTA,CO2,NA/K,JB_category
10.3,824.6,5587.3,15709,52.2,5.83,0.7,56.46,UNHEALTHY
8.8,800.9,5962.7,15417,73.8,5.77,1.3,53.38,UNHEALTHY
5.3,2680.7,5717.2,12630,306.1,3.68,3.2,78.86952263,UNHEALTHY
3.5,2238.7,3402.4,7405,171.1,3.69,2.5,67.76,UNHEALTHY
2.8,1814,1669.9,3499,105.4,3.5,2.8,55.57,UNHEALTHY
1.5,2314.2,1116.5,2986,144.5,3.56,2.6,78.86952263,UNHEALTHY
1.3,928,895.1,2356,45.7,2.8,3.6,78.86952263,UNHEALTHY
1,1488.5,808.5,1983,53.2,3.69,3.4,78.86952263,UNHEALTHY
7.724390244,1544.996875,6558.34916,13705.23266,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
5.5,1857.8,1703.52,2966.4,3.9,4.793636364,5.918181818,86.91099476,UNHEALTHY
1.5,2279.6,1444.32,2393.94,5.7,4.793636364,1.8,90.75675676,UNHEALTHY
1.3,2166.7,2743.2,4956.24,7.4,4.793636364,1.6,98.29411765,UNHEALTHY
0.5,1544.996875,2206.08,3829.68,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
7.724390244,1239.9,2342.88,4068.48,2.1,4.793636364,5.918181818,77.96296296,UNHEALTHY
7.724390244,2494.8,1465.92,2406.18,3.9,4.793636364,5.918181818,73.76106195,UNHEALTHY
9.5,2009,6558.34916,74981.6,585.2,4.793636364,2.3,81.91256831,UNHEALTHY
5.3,2548,11107.2,18612.8,295.4,4.793636364,5.3,115.6589147,UNHEALTHY
2.8,1152.6,13176,28021.2,403.4,4.793636364,7.7,78.1025641,UNHEALTHY
2.8,2324.3,12792,24449.6,387.2,4.793636364,4.8,115.7251908,UNHEALTHY
2.5,590.1,11937.6,23368,225.2,4.793636364,5.3,93.04347826,UNHEALTHY
1.8,2633.3,10089.6,18694.4,319.7,4.793636364,6.6,83.07692308,UNHEALTHY
1.8,628.5,7742.4,12204.4,56,4.793636364,5.8,96.16352201,UNHEALTHY
1.5,1016.2,6907.2,10306.4,106.4,4.793636364,3,79.47643979,UNHEALTHY
1.5,2013.3,4411.2,7183.8,149.6,4.793636364,6.7,85.85227273,UNHEALTHY
0.8,345.1,4147.2,6204.2,33.5,4.793636364,7.5,119.6875,UNHEALTHY
7.724390244,2486.3,7867.2,11673.8,200.9,4.793636364,5.6,72.8708134,UNHEALTHY
34.7,1444.5,11607.7,31639,100.1,4.793636364,5.918181818,60.21582734,UNHEALTHY
26.6,643.4,9745.3,24129,97.7,4.77,0.4,83.78787879,UNHEALTHY
22.6,1380.5,10370.9,24001,454.4,5.3,4.2,82.27272727,UNHEALTHY
22.1,475.1,9754.9,23522,88.2,4.52,5.918181818,48.4457478,UNHEALTHY
18.1,709.4,13012.9,33319,161.3,5.5,3.4,67.04918033,UNHEALTHY
17.3,519.8,10014.8,23103,124.7,5.48,4.2,73.28888889,UNHEALTHY
17.3,464.4,5645,13003,73.9,4.793636364,5.918181818,78.86952263,UNHEALTHY
15.1,1261.2,4321.6,9668,77.9,4.793636364,5.918181818,60.36290323,UNHEALTHY
14.3,816,3859.6,8303,93.7,5.2,5.918181818,71.79487179,UNHEALTHY
14.1,385.6,7801,19732,127.9,5.04,4.7,74.36936937,UNHEALTHY
12.6,1813,7752.9,17447,202.6,5.75,0.5,53.65384615,UNHEALTHY
11.1,517.7,9182.2,20444,72.3,4.793636364,5.918181818,79.09090909,UNHEALTHY
10.6,1199.5,8373.7,19441,146.2,4.43,4.1,66.58634538,UNHEALTHY
9.8,1265.5,12363.3,33249,9.5,4.793636364,5.918181818,78.86952263,UNHEALTHY
4.5,1001.3,7300.5,17202,280.4,6.02,5.918181818,54.95016611,UNHEALTHY
4.5,385.6,6920.3,14881,99.3,3.86,1.4,62.70992366,UNHEALTHY
4.5,1139.8,3556.4,6974,124.7,3.72,4.3,67.36625514,UNHEALTHY
4.3,792.5,3128.1,6542,83.4,4.793636364,5.918181818,78.86952263,UNHEALTHY
7.724390244,1544.996875,9774.1,22834,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
7.724390244,1544.996875,7598.9,16922,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
2.8,1152.6,19.2,40.8,0.7,4.793636364,5.918181818,21.46052632,UNHEALTHY
2.3,1182.4,4.8,40.8,152.6590361,4.793636364,5.918181818,29.18478261,UNHEALTHY
1.8,2396.8,14.4,40.8,2,4.793636364,5.918181818,39.11057692,UNHEALTHY
1.5,1297.5,6558.34916,13705.23266,0.2,4.793636364,0.2,45.32394366,UNHEALTHY
0.5,21.3,8424,14286,288.7,4.793636364,5.7,26.13598673,UNHEALTHY
0.3,1173.9,835.2,1204.2,24.5,4.793636364,4.1,20.2970297,UNHEALTHY
7.724390244,2083.6,489.6,755.2,60.5,4.793636364,2.7,33.9869281,UNHEALTHY
7.724390244,1014.1,456,591.8,23.2,4.793636364,0.5,41.76020408,UNHEALTHY
7.724390244,1512.6,163.2,306.2,39.4,4.793636364,4.2,44.48863636,UNHEALTHY
15.3,649.8,5755.7,13750,76.3,2.51,5.918181818,107.3026316,UNHEALTHY
14.8,549.7,5558.4,12513,46.1,3.06,8.8,87.72972973,UNHEALTHY
14.6,2311.6,10621.1,19487,529.9,3.54,3.2,75.02304147,UNHEALTHY
14.6,2633.3,8441.1,18811,503.7,3.42,3.3,66.3562753,UNHEALTHY
14.6,739.3,4716.2,11347,69.1,3.48,4.5,93.73563218,UNHEALTHY
10,1544.996875,3161.8,7102,58,3.11,4.3,102.4203822,UNHEALTHY
9.8,892.7,6978.1,15697,205.8,2.99,5.8,97.24550898,UNHEALTHY
9.8,786.1,3686.4,8198,152.6590361,4.62,5.918181818,82.46231156,UNHEALTHY
9.5,1331.5,4918.4,11044,206.6,4.793636364,5.918181818,82.47474747,UNHEALTHY
7.5,2151.8,7464.2,17551,531.5,3,10.5,86.26315789,UNHEALTHY
6.8,453.8,5168.6,11592,85.8,3,5.2,104.7096774,UNHEALTHY
5.8,394.1,4312,10321,59.6,4.793636364,5.918181818,102.0987654,UNHEALTHY
4.5,462.3,7127.3,17598,154.9,2.89,5.6,93.73563218,UNHEALTHY
3.3,835.1,2358.1,5073,172.4,3.31,2.6,87.23404255,UNHEALTHY
51.5,206.7,6558.34916,19720.92,27.7,4.793636364,5.918181818,125.4198473,UNHEALTHY
17.1,1642.6,3834.72,6891,71.2,4.793636364,2.5,100.8433735,UNHEALTHY
15.6,389.9,6558.34916,15557.55,61.1,4.793636364,2.2,129.921875,UNHEALTHY
11.8,1050.3,2977.92,5139.93,152.6590361,4.793636364,3.3,134.24,UNHEALTHY
1.8,2548,4386.24,8256.33,77.2,4.793636364,3.6,102.1212121,UNHEALTHY
3,669,4531.2,7918.6,110,4.793636364,5.918181818,42.60309278,UNHEALTHY
2.3,1536.1,3417.6,5673.6,136.6,4.793636364,5.918181818,41.1928934,UNHEALTHY
2,1974.9,3897.6,6694,14.6,4.793636364,5.918181818,75.93457944,UNHEALTHY
1.8,1244.2,1161.6,1489.8,26.8,4.793636364,1.8,59.85185185,UNHEALTHY
1.8,1169.6,624,1040.8,11,4.793636364,5.918181818,77.23809524,UNHEALTHY
1.5,2087.9,3883.2,5898.2,86.2,4.793636364,5.918181818,67.08333333,UNHEALTHY
1.5,816,3379.2,5245,31.3,4.793636364,5.918181818,79.60591133,UNHEALTHY
1.5,2458.6,1339.2,2040.8,33.5,4.793636364,1.5,49.32721713,UNHEALTHY
1,1994.1,4358.4,7490,128,4.793636364,5.918181818,46.18911175,UNHEALTHY
0.8,2503.3,2515.2,4245,3.8,4.793636364,5.918181818,14.81331169,UNHEALTHY
0.5,2196.5,676.8,1061.2,26.8,4.793636364,5.918181818,41.06060606,UNHEALTHY
28.4,1005.6,3909.57,9943.2,154.7,2.42,5.6,157.745098,UNHEALTHY
27.9,882,5694.24,17871,117.6,2.71,11.1,160.5,UNHEALTHY
24.1,745.7,5280.3,15096.6,131.3,3.16,6.5,125.511811,UNHEALTHY
20.3,526.2,4438.29,11528.1,83.7,2.65,6.7,169.3684211,UNHEALTHY
19.1,532.6,4561.62,11863.8,80.5,4.793636364,5.918181818,153.8461538,UNHEALTHY
17.6,679.6,4309.29,11202.6,104.9,3.55,5.6,138.8181818,UNHEALTHY
14.3,994.9,3950.67,9992.1,250,2.78,12.6,146.6055046,UNHEALTHY
7.3,1344.3,3105.81,7567.5,404.6,4.793636364,5.918181818,85.72192513,UNHEALTHY
5.8,963,2827.98,6748.8,289.2,3.36,5.918181818,98.29268293,UNHEALTHY
5.5,1386.9,3713.94,9320.4,398.3,3.05,6.7,90.39548023,UNHEALTHY
7.724390244,1544.996875,6558.34916,13705.23266,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
8.8,3882.75,81.6,61.2,103.4,15.34,5.7,25.72156197,UNHEALTHY
2.6,1209.45,4612.8,4306.2,141.2,8.93,4.9,73.50253807,UNHEALTHY
2.1,836.4,8668.8,10265.6,160.7,11.43,7.6,79.67213115,UNHEALTHY
1.4,1037.1,5673.6,5724.6,120.7,8.4,6.5,78.20652174,UNHEALTHY
1,1116.3,4488,4204.2,125.6,8.47,5,75.64986737,UNHEALTHY
0.8,1186.95,6475.2,6632.8,134.7,8.1,4.8,58.92783505,UNHEALTHY
10,10.7,13080,14531,421.9,4.793636364,5.918181818,47.22222222,UNHEALTHY
9.5,1480.7,494.4,755.2,15.1,4.793636364,5.918181818,78.86952263,UNHEALTHY
5,549.7,3801.6,2979.6,74.5,4.793636364,5.918181818,109.0344828,UNHEALTHY
3.5,2563,8404.8,14143.2,172.1,4.793636364,5.918181818,110.0689655,UNHEALTHY
3.3,1141.9,2448,3694,246.8,4.793636364,5.918181818,49.44615385,UNHEALTHY
3.3,2004.8,648,898,34.9,4.793636364,5.918181818,73.48214286,UNHEALTHY
2.8,2294.5,297.6,449,63.7,4.793636364,5.918181818,44.80446927,UNHEALTHY
2.5,2062.3,7876.8,12367.6,125.3,4.793636364,5.918181818,73.13364055,UNHEALTHY
2.5,2616.2,6182.4,9490,152.6590361,4.793636364,5.918181818,97.60736196,UNHEALTHY
1.3,2605.6,408,510.2,50.6,4.793636364,5.918181818,62.58687259,UNHEALTHY
0.5,1231.4,3278.4,5245,45.2,4.793636364,5.918181818,102.0512821,UNHEALTHY
7.724390244,2705.7,19.2,102,12.4,4.793636364,5.918181818,27.36672052,UNHEALTHY
3.3,2392.5,3682.08,7178.76,97.4,4.793636364,5.1,83.86934673,UNHEALTHY
1.5,1847.1,4145.76,7833.87,129,4.793636364,6.9,86.17346939,UNHEALTHY
1,1297.5,3697.92,6783.84,152.6590361,4.793636364,5.918181818,67.73279352,UNHEALTHY
7.724390244,1614.9,2653.92,4576.65,152.6590361,4.793636364,5.918181818,102.3030303,UNHEALTHY
7.724390244,1171.8,2623.68,4448.07,49.2,4.793636364,6.9,96.19318182,UNHEALTHY
25.9,2072.7,12137.1,30776,359.8,3.38,3,62.87356322,UNHEALTHY
22.9,361.1,4644,11604,153,4.793636364,5.918181818,78.32535885,UNHEALTHY
19.8,688.8,5645,19487,215.3,4.63,5.918181818,80.33980583,UNHEALTHY
18.8,1667.5,6838.5,16980,3,4.793636364,5.918181818,75.92592593,UNHEALTHY
17.8,380.5,6804.8,15989,215.8,4.793636364,5.918181818,78.86952263,UNHEALTHY
13.8,305,4648.9,11336,81.3,3.18,4.9,75.79908676,UNHEALTHY
10.6,910.8,11853.1,28689,327.1,3.14,4,73.30396476,UNHEALTHY
10.6,225.3,7035.8,18636,219.8,3.2,2.6,93.25842697,UNHEALTHY
9,505.5,4389,10554,150.5,3.65,2.8,76.35514019,UNHEALTHY
9,296.4,4374.5,11499,97.3,2.99,7.4,86.09375,UNHEALTHY
8.8,630.6,6558.34916,23651,375.3,2.91,7.4,71.83406114,UNHEALTHY
8.3,285.6,8301.5,18659,243.4,2.82,3.1,71.16883117,UNHEALTHY
8,292.1,10327.6,31663,317.6,3.86,3,79.95098039,UNHEALTHY
7.8,859.1,3436.1,8560,7,3.24,1.6,87.25146199,UNHEALTHY
6.8,1458.4,4263.9,6076,264.9,2.59,3.6,78.42105263,UNHEALTHY
19.7,1613.55,6558.34916,85063.4,559.2,9.68,6.4,25.80301686,UNHEALTHY
7.2,969.3,19800,29347.7,332.4,8.49,7.6,48.68686869,UNHEALTHY
5,505.8,12633.6,13347.3,214.1,11.16,10,69.20930233,UNHEALTHY
4.6,1076.7,8419.2,9275.8,155.8,6.52,10,62.47826087,UNHEALTHY
4.1,1280.1,3614.4,3265.4,193.6,11.89,7.9,66.51480638,UNHEALTHY
3.9,2916.3,9806.4,9969.6,282.1,12.6,9.5,48.67986799,UNHEALTHY
3.7,2452.95,15580.8,18684.2,293.5,8.12,7.3,52.54545455,UNHEALTHY
3,1048.35,9508.8,8092,228.1,8.06,5.2,41.71589311,UNHEALTHY
2.8,2012.1,7387.2,6459.4,226,7.99,5.9,60.86021505,UNHEALTHY
1.4,1622.1,6921.6,7143,222.2,12.84,5.3,55.98484848,UNHEALTHY
7.724390244,1544.996875,6558.34916,13705.23266,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
7.724390244,1544.996875,6558.34916,13705.23266,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
8.8,694.5,11059.2,17694.4,173,4.793636364,6.1,72.07373272,UNHEALTHY
6.8,1231.4,5203.2,8551.2,199.6,4.793636364,5.3,132.7350427,UNHEALTHY
6,1544.996875,6558.34916,13705.23266,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
4,396.3,7305.6,14122.8,160.9,4.793636364,4,112.7536232,UNHEALTHY
3.5,1689.5,14121.6,22204.6,294.1,4.793636364,8.7,75.51219512,UNHEALTHY
2.5,498.5,8188.8,13939.2,146,4.793636364,6.7,76.79802956,UNHEALTHY
2.3,728.6,6558.34916,62797.6,370.6,4.793636364,5.6,49.61783439,UNHEALTHY
2,357.9,3326.4,5183.8,50.6,4.793636364,4.4,71.15207373,UNHEALTHY
1.5,720.1,4910.4,7877.8,120.4,4.793636364,6.6,79.33333333,UNHEALTHY
0.8,1303.8,5606.4,8694.2,214.4,4.793636364,5.3,90.69767442,UNHEALTHY
0.8,1642.6,3340.8,4632.8,78.5,4.793636364,5.918181818,73.66515837,UNHEALTHY
15.3,1257,6558.34916,16396.35,156.4,4.793636364,6.5,118.7412587,UNHEALTHY
2.8,1476.4,4760.64,9165.54,177.3,4.793636364,7.6,101.5243902,UNHEALTHY
1,1259.1,3885.12,6964.47,149.9,4.793636364,8.9,125.8208955,UNHEALTHY
1,432.5,6558.34916,16276.95,112.9,4.793636364,5.1,111.9463087,UNHEALTHY
0.8,287.6,6558.34916,18958.65,85.5,4.793636364,4.3,91.36612022,UNHEALTHY
7.724390244,1186.7,456.48,734.7,46.9,4.793636364,3.2,91,UNHEALTHY
16.8,3354.3,24,13705.23266,93.2,22.41,10.7,27.62867647,UNHEALTHY
15,3108.45,57.6,13705.23266,64,16.07,10,25.36502547,UNHEALTHY
14.1,3942.15,24,13705.23266,116.4,21.65,8.4,28.95381715,UNHEALTHY
9.7,3246.9,52.8,13705.23266,48.3,14.12,9.7,28.59683794,UNHEALTHY
6.6,1544.996875,33.6,13705.23266,26.2,14.21,11.6,24.9031171,UNHEALTHY
4.8,1319.7,38.4,13705.23266,17,15.51,10.5,24.40816327,UNHEALTHY
0.6,1859.4,830.4,1408.2,135.3,5.32,13,49.94708995,UNHEALTHY
25.9,1495.6,33811.2,66430.2,422.8,4.793636364,5.4,90.53571429,UNHEALTHY
7.8,1159,7876.8,12796.2,209.2,4.793636364,6.9,93.14814815,UNHEALTHY
14.1,2878.3,1041.12,1594.95,164.9,4.793636364,2.5,45.77903683,UNHEALTHY
53.5,656.2,36100.8,28225.23,771.8,4.793636364,3.2,96.125,UNHEALTHY
17.6,2268.9,46.08,88.77,171.2,4.793636364,13.4,45.03957784,UNHEALTHY
12.6,377.1,36633.6,28258.89,672.5,4.793636364,5.918181818,167.2043011,UNHEALTHY
10.3,274.8,32760,25589.43,646.6,4.793636364,7.6,194.6835443,UNHEALTHY
6.3,1372,4698.72,8932.89,465.2,4.793636364,9.3,76.63366337,UNHEALTHY
6,2592.8,17640,17060.64,575.1,4.793636364,3.2,117.1212121,UNHEALTHY
4.8,743.5,13305.6,14274.87,430.3,4.793636364,10.2,117.2727273,UNHEALTHY
4.8,236.5,5587.2,12777.87,258.7,4.793636364,4.2,119.379845,UNHEALTHY
16.6,2654.6,14175.3,15453.45,472.8,4.793636364,5.918181818,100.4733728,UNHEALTHY
13.6,939.5,35126.4,27750.72,568.1,3.92,9.5,151.1607143,UNHEALTHY
10.3,483.6,29881.5,22711.83,478.2,3.11,8.7,223.1578947,UNHEALTHY
9.8,1259.1,21759,20394.42,363.2,4.79,5.918181818,124.2647059,UNHEALTHY
8.8,649.8,19165.2,19445.4,423.3,3.25,5.918181818,212.875,UNHEALTHY
8.5,596.5,5293.08,11648.25,208.8,3.46,6.5,227.1232877,UNHEALTHY
7.8,1544.996875,15195.9,16191.24,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
7.5,671.1,6558.34916,14412.63,345.9,3.85,5.918181818,136.8292683,UNHEALTHY
6.3,988.5,5200.92,11149.26,254.1,3.31,9.8,131.9379845,UNHEALTHY
5.8,869.2,412.5,676.56,171.9,2.21,6.4,244.057971,UNHEALTHY
5.3,176.8,5606.34,12704.4,252.3,4.94,6.6,178,UNHEALTHY
4.8,1761.9,4555.95,8801.25,329.2,4.78,5.918181818,135.1181102,UNHEALTHY
4.3,543.3,5115.87,10729.86,279.7,4.99,6.9,134.6875,UNHEALTHY
3.3,1037.5,3056.19,5112.39,300,3.9,4.4,131.1023622,UNHEALTHY
7.724390244,1544.996875,2248.2,3820.5,152.6590361,4.793636364,5.918181818,78.86952263,UNHEALTHY
47.5,3486.45,6558.34916,13705.23266,499.2,2.18,7.3,93.63095238,UNHEALTHY
20.3,2961.75,6558.34916,13705.23266,567.3,2.26,7,80.44444444,UNHEALTHY
19.8,3915.45,38059.2,13705.23266,30.5,2.4,5.2,62.53829322,UNHEALTHY
14.6,2813.25,26784,13705.23266,515.4,2.55,9.4,83.54651163,UNHEALTHY
9.3,3407.25,15715.2,13705.23266,268.6,1.58,5.5,84.28985507,UNHEALTHY
7,4238.85,14712,13705.23266,7.3,1.94,6.2,74.22572178,UNHEALTHY
7,2928.75,1785.6,13705.23266,5.7,4.793636364,5.918181818,61.37044968,UNHEALTHY
5,2905.65,902.4,13705.23266,6.8,2.99,6.3,65.64220183,UNHEALTHY
4.8,4232.25,48,13705.23266,3.5,2.79,4.2,66.17169374,UNHEALTHY
4.3,1272.15,633.6,13705.23266,4.6,3.87,4.7,61.06837607,UNHEALTHY
4,2275.35,6558.34916,13705.23266,21.3,1.59,9.9,82.15909091,UNHEALTHY
2.8,2912.25,3849.6,13705.23266,17,2.7,6.4,76.22047244,UNHEALTHY
2,3938.55,17731.2,13705.23266,65.6,3.6,5.1,60.08298755,UNHEALTHY
1.8,4040.85,3979.2,13705.23266,26.7,3.57,7.7,62.67818575,UNHEALTHY
1.8,1859.55,134.4,13705.23266,152.6590361,2.46,6.2,83.17919075,UNHEALTHY
1.5,2852.85,3936,13705.23266,4.6,3.03,5.5,50.97472924,UNHEALTHY
1,1331.55,2923.2,13705.23266,152.6590361,2.52,8,70.48780488,UNHEALTHY
0.8,1503.15,2702.4,13705.23266,11.1,3.05,9.3,57.02970297,UNHEALTHY
0.5,2047.65,624,13705.23266,152.6590361,4,6.5,77.67567568,UNHEALTHY
0.5,3077.25,76.8,13705.23266,152.6590361,2.84,5.3,81.21883657,UNHEALTHY
7.724390244,1945.35,3278.4,13705.23266,12.7,2.84,8.1,71.46401985,UNHEALTHY
7.724390244,4070.55,1152,13705.23266,3,3.12,6.3,71.9201995,UNHEALTHY
7.724390244,2074.05,244.8,13705.23266,152.6590361,2.22,8.8,75.70291777,UNHEALTHY
7.724390244,2763.75,105.6,13705.23266,152.6590361,2.23,6.3,56.31683168,UNHEALTHY
11.1,1395.45,43.2,13705.23266,0.3,2.74,7.7,78.67403315,UNHEALTHY
8,2778.3,14740.8,13705.23266,324.8,2.77,7.9,71.6372796,UNHEALTHY
7.5,148.05,16756.8,13705.23266,127.2,3.08,7.8,86.16314199,UNHEALTHY
6.8,2721.6,40060.8,13705.23266,331.3,2.4,7.6,72.2,UNHEALTHY
6.8,2485.35,9542.4,13705.23266,54.3,2.33,13,67.01176471,UNHEALTHY
4.5,3153.15,3134.4,13705.23266,33.8,1.27,14.4,70.31941032,UNHEALTHY
3,1729.35,12249.6,13705.23266,17,2.56,7.2,68.48192771,UNHEALTHY
2.5,3405.15,39268.8,13705.23266,233,3.79,6.3,90,UNHEALTHY
2,3427.2,4780.8,13705.23266,14.9,1.8,5.8,80.56497175,UNHEALTHY
1,1858.5,3974.4,13705.23266,21.9,2.42,8.1,70.42183623,UNHEALTHY
1,1556.1,2985.6,13705.23266,3.5,2.52,8.3,51.61172161,UNHEALTHY
0.8,1367.1,206.4,13705.23266,2.4,2.27,7.7,58.03757829,UNHEALTHY
0.5,2787.75,321.6,13705.23266,3.5,4.27,6.8,79.83286908,UNHEALTHY
0.5,1908.9,144,13705.23266,152.6590361,2.51,9,85.6379822,UNHEALTHY
0.3,2753.1,13171.2,13705.23266,35.4,3.64,7.9,76.83646113,UNHEALTHY
0.3,2497.95,6384,13705.23266,28.4,4.793636364,5.918181818,78.69209809,UNHEALTHY
0.3,2753.1,1243.2,13705.23266,3.5,4.76,4.9,80.22222222,UNHEALTHY
0.3,1357.65,1036.8,13705.23266,10,2.15,6.3,61.42857143,UNHEALTHY
0.3,2800.35,897.6,13705.23266,10,2.51,9,68.80195599,UNHEALTHY
7.724390244,1644.3,4929.6,13705.23266,26.2,1.92,8,62.19730942,UNHEALTHY
7.724390244,1704.15,2587.2,13705.23266,5.1,2.58,5.4,88.63354037,UNHEALTHY
7.724390244,1357.65,2169.6,13705.23266,25.7,3.03,8.1,72.3,UNHEALTHY
7.724390244,2198.7,220.8,13705.23266,3,4.05,6,64.76190476,UNHEALTHY
7.724390244,1571.85,196.8,13705.23266,2.4,2.24,8.5,75.59681698,UNHEALTHY
7.724390244,1033.2,72,13705.23266,1.3,2.76,6.7,71.81818182,UNHEALTHY
7.724390244,1294.65,57.6,13705.23266,3,2.59,7.9,69.408867,UNHEALTHY
7.724390244,1565.55,14.4,13705.23266,4.1,2.54,8.6,70.66997519,UNHEALTHY
6,1544.996875,2016,13705.23266,0.3,4.58,4.3,27.47531735,UNHEALTHY
5,1544.996875,4680,13705.23266,3,5.42,6.3,63.38530067,UNHEALTHY
4.3,1544.996875,3518.4,13705.23266,4.1,6.6,4.4,55.96837945,UNHEALTHY
3.5,1895.85,13334.4,13705.23266,12.1,3.21,8.4,52.71062271,UNHEALTHY
3,1544.996875,14822.4,13705.23266,5.7,4.06,5.9,42.87009063,UNHEALTHY
2.5,1544.996875,2596.8,13705.23266,152.6590361,4.39,5.6,55.17374517,UNHEALTHY
1.3,1544.996875,2145.6,13705.23266,152.6590361,4.38,7,66.27906977,UNHEALTHY
1.3,2651.55,1180.8,13705.23266,0.8,3.5,6.7,62.83842795,UNHEALTHY
0.8,1544.996875,249.6,13705.23266,152.6590361,4.2,6,64.81981982,UNHEALTHY
0.8,1544.996875,134.4,13705.23266,152.6590361,4.15,7.7,29.51557093,UNHEALTHY
0.5,1544.996875,801.6,13705.23266,0.3,4.56,5.5,16.30393996,UNHEALTHY
0.5,1544.996875,724.8,13705.23266,152.6590361,4.66,5.8,54.29657795,UNHEALTHY
0.3,1544.996875,350.4,13705.23266,152.6590361,6.1,5.3,59.04958678,UNHEALTHY
7.724390244,1544.996875,5870.4,13705.23266,13.8,3.68,7.4,40.3125,UNHEALTHY
7.724390244,1544.996875,2049.6,13705.23266,0.8,4.88,6.3,60.5982906,UNHEALTHY
7.724390244,3615.15,1862.4,13705.23266,0.3,3.56,6.5,60.76109937,UNHEALTHY
7.724390244,2473.35,1353.6,13705.23266,152.6590361,3.25,7.8,54.93333333,UNHEALTHY
7.724390244,1087.35,57.6,13705.23266,152.6590361,4.29,7.6,44.9691358,UNHEALTHY
